sensor_id,temperature,humidity,ph_level,soil_moisture,nitrogen_level,phosphorus_level,potassium_level,timestamp,location_latitude,location_longitude,altitude,soil_type,crop_type,field_size
195,75.27,71.42,7.3,18.25,44.53,82.42,71.77,11/12/2022 03:44:53,46.218184,15.38742,858.0,loamy,wheat,973.32
196,75.98,34.69,13.05,3.1,95.68,48.08,63.17,9/6/2022 10:18:18,61.1995653,62.8405475,7952.86,loamy,wheat,186.31
197,97.08,50.72,13.08,70.93,67.55,1.48,81.1,5/18/2022 22:20:32,50.5037851,14.7986888,2035.8,loamy,soybean,999.27
198,1.71,96.37,1.63,58.97,58.73,91.95,9.12,10/27/2022 02:35:05,40.9951629,-8.5638609,9676.48,sandy,corn,754.26
199,36.54,2.09,7.44,26.07,29.95,9.18,77.53,2/11/2022 05:15:38,-33.8603461,-55.5441311,5374.21,clayey,wheat,782.56
200,82.28,78.7,6.51,49.05,20.65,29.68,0.27,1/1/2022 03:36:52,-7.8666877,111.4666099,6381.35,clayey,corn,138.18
201,23.37,77.27,10.86,1.46,44.82,17.73,55.47,3/24/2022 17:32:06,58.009027,56.25176,5393.73,sandy,wheat,676.75
202,10.48,69.71,10.96,16.03,39.96,27.33,25.02,2/5/2022 07:09:10,9.537917,-79.058693,5684.22,loamy,soybean,98.22
203,63.88,86.87,3.07,13.8,0.14,32.09,95.14,8/11/2022 03:28:46,50.1752701,13.4331372,2043.78,sandy,soybean,140.55
204,97.88,79.86,3.66,0.69,88.84,56.68,22.65,5/24/2022 00:19:33,50.8476148,70.8264733,2625.3,clayey,soybean,22.35
205,95.3,81.46,1.62,42.14,55.29,80.52,79.53,8/10/2022 11:44:02,50.4501,30.5234,2236.25,sandy,soybean,55.13
206,50.58,36.4,4.16,15.79,84.62,58.9,50.81,6/12/2022 21:31:28,47.9195813,106.9211984,7572.16,loamy,wheat,541.5
207,80.51,25.85,3.87,42.77,28.48,85.75,32.2,8/28/2022 03:20:56,45.376576,38.4403145,8871.81,sandy,corn,75.68
208,92.85,32.35,12.84,40.57,85.46,89.4,40.38,3/8/2022 17:46:04,-24.6258027,30.7565467,2230.76,loamy,wheat,433.16
209,34.96,21.86,5.98,32.9,76.52,23.2,73.61,2/8/2022 06:55:02,32.64218,120.083139,8570.63,clayey,soybean,388.66
210,87.96,15.45,8.62,42.36,39.37,15.43,1.18,12/14/2022 02:59:33,37.355469,120.434071,3712.53,sandy,wheat,933.3
211,76.17,77.46,11.21,26.99,22.36,84.44,74.96,4/2/2022 20:22:25,-34.9001596,-58.0352133,5791.25,clayey,corn,51.89
212,82.02,23.03,11.98,17.68,54.96,56.5,14.99,8/7/2022 22:27:58,-7.7232567,113.4686802,6120.04,clayey,corn,764.85
213,57.5,40.77,3.07,11.9,32.49,88.64,25.92,5/2/2022 10:09:57,7.1065989,6.6878719,7699.45,loamy,corn,550.21
214,88.14,15.61,11.58,6.01,5.12,89.49,99.11,9/29/2022 03:11:19,39.3704516,22.9827384,8771.17,sandy,corn,156.46
215,11.12,85.66,2.52,11.03,6.27,67.03,16.72,6/25/2022 23:45:39,-7.365205,108.3534306,5889.76,sandy,wheat,821.72
216,71.93,50.41,11.71,41.37,31.86,56.11,86.42,7/18/2022 03:55:19,48.7803815,2.4549884,3017.66,clayey,soybean,931.44
217,54.21,58.09,2.11,85.49,50.32,64.58,85.05,12/12/2022 15:11:41,24.754346,107.220298,2493.4,clayey,wheat,225.01
218,55.35,95.14,10.23,62.78,49.63,71.89,79.69,5/5/2022 08:49:37,40.4407041,19.8451169,8633.97,loamy,corn,421.66
219,95.96,30.32,11.49,69.13,85.01,94.53,26.7,4/30/2022 00:00:37,55.2402058,72.9177892,584.32,sandy,soybean,106.64
220,53.23,79.45,1.88,18.94,17.37,76.79,52.75,12/23/2022 12:37:49,-6.8392705,111.245751,2200.14,loamy,soybean,944.19
221,23.33,73.72,1.36,30.66,82.66,34.35,49.19,1/4/2022 23:04:59,51.791159,87.2508267,1827.46,sandy,wheat,625.22
222,58.4,29.41,9.1,70.9,99.95,77.09,7.22,8/24/2022 04:10:29,-6.9401945,106.9247932,5180.28,clayey,corn,740.26
223,75.14,58.27,11.04,8.73,40.74,90.27,58.24,9/5/2022 05:02:41,44.3338201,85.6264576,7550.08,clayey,wheat,784.84
224,71.95,79.46,0.86,75.93,96.6,34.4,50.21,6/28/2022 18:35:33,-8.4114856,116.1713917,1593.16,sandy,wheat,373.64
225,21.63,31.08,3.29,6.38,74.16,32.3,15.12,4/6/2022 03:32:50,45.1526707,100.1073667,6186.8,loamy,soybean,566.95
226,54.87,28.76,6.7,86.36,49.68,4.13,68.59,5/8/2022 02:01:03,3.8353843,103.2901816,8162.97,loamy,soybean,645.63
227,60.86,29.81,8.26,21.01,44.98,59.02,18.57,5/7/2022 02:07:49,49.3883764,21.0533447,6440.97,sandy,corn,444.79
228,61.87,8.5,8.2,13.95,9.01,94.48,63.72,5/21/2022 23:05:53,40.590023,19.6440066,2897.77,loamy,corn,7.1
229,31.11,1.65,6.61,77.68,28.69,97.42,1.05,1/4/2022 11:21:38,-8.7695621,-74.7088325,9541.62,loamy,wheat,400.23
230,68.23,97.16,10.85,29.49,95.27,17.9,54.54,12/12/2022 05:42:13,47.92681,106.9150401,8535.56,loamy,corn,601.14
231,60.27,44.4,7.22,99.82,49.45,94.52,85.74,8/13/2022 23:24:48,-25.4372113,-55.093449,3623.88,sandy,wheat,266.08
232,61.6,90.35,11.67,54.42,29.03,87.29,46.1,10/10/2022 22:39:00,20.8965838,-105.4093552,8407.8,clayey,soybean,517.96
233,80.1,23.2,2.93,84.88,67.48,83.57,40.24,11/27/2022 14:48:29,40.4092617,49.8670924,498.5,clayey,wheat,824.54
234,79.41,76.09,2.17,21.43,54.53,74.34,36.23,2/15/2022 19:00:00,-26.6707181,-57.1407852,2455.94,loamy,corn,763.9
235,56.54,84.95,8.81,88.58,31.35,16.14,67.09,4/8/2022 04:51:23,43.42993,83.26077,3439.57,loamy,soybean,221.16
236,68.46,62.57,1.89,77.75,94.62,81.27,47.76,4/28/2022 19:47:45,43.8447278,4.3520438,7260.67,clayey,wheat,44.27
237,3.58,7.47,7.48,15.1,19.35,17.25,88.9,3/24/2022 20:27:55,26.9215438,68.1195259,9598.9,loamy,wheat,657.1
238,66.59,29.78,10.28,93.61,15.5,85.99,5.5,12/25/2022 17:29:27,13.6782356,102.5211986,5235.14,clayey,wheat,26.03
239,79.99,6.87,13.74,36.65,63.78,15.64,19.88,12/13/2022 17:41:46,-21.2525138,-48.3256762,5559.25,sandy,wheat,365.19
240,99.45,11.15,9.03,65.29,40.8,38.56,3.95,9/19/2022 23:19:46,-7.3391634,112.8045928,8277.91,loamy,corn,780.5
241,46.1,85.06,6.41,73.6,82.87,91.37,81.16,2/20/2022 16:40:56,35.1379343,33.1323409,9602.56,loamy,soybean,462.65
242,89.16,81.3,7.01,10.55,55.26,74.33,98.67,9/24/2022 12:17:36,32.240853,120.2326771,2861.69,sandy,corn,745.45
243,12.01,94.04,8.02,10.34,64.61,24.81,7.94,12/23/2022 22:30:15,59.4075977,17.9282806,1134.43,clayey,corn,184.82
244,74.86,39.74,0.19,0.71,38.18,47.08,60.78,8/15/2022 01:18:05,25.274374,118.033863,1711.75,clayey,corn,847.85
245,60.27,40.95,13.08,42.14,16.19,99.86,11.9,10/10/2022 12:08:34,25.1962025,-76.2406701,3748.54,sandy,corn,897.01
246,29.02,24.02,6.66,13.9,81.38,33.22,60.51,8/11/2022 23:45:19,-26.2171929,28.327702,3988.98,sandy,corn,992.38
247,98.28,94.65,1.84,29.11,37.18,34.62,12.29,7/7/2022 05:11:38,13.9314921,122.0915082,4656.64,sandy,soybean,317.63
248,58.76,71.54,2.1,85.27,82.08,71.6,29.38,4/19/2022 16:21:40,17.7524749,120.466907,930.54,loamy,wheat,414.1
249,87.18,99.39,13.96,23.42,82.03,41.19,34.11,6/17/2022 10:10:08,6.394353,-75.256581,6402.42,sandy,wheat,787.82
250,75.49,13.06,9.93,3.51,62.48,44.36,69.07,4/4/2022 13:44:12,52.1361219,-8.642661,6604.66,loamy,soybean,688.14
251,33.71,75.37,5.6,6.77,92.37,18.12,5.46,12/18/2022 11:01:51,14.9415552,-88.3263603,6962.37,loamy,soybean,861.82
252,42.27,74.91,6.93,12.92,53.24,92.1,52.33,4/11/2022 21:49:39,14.1864516,-16.6586052,2099.92,clayey,corn,257.14
253,18.29,86.07,6.12,5.92,66.0,63.22,60.78,1/25/2022 06:31:37,35.575064,111.230547,3674.65,clayey,soybean,48.84
254,39.02,61.04,4.64,93.82,69.87,58.22,54.02,10/21/2022 11:18:33,55.0121393,88.4665697,747.0,sandy,wheat,513.59
255,16.21,42.41,1.62,17.41,62.81,53.06,74.46,12/20/2022 23:34:37,29.9108312,-95.6563119,7878.79,sandy,soybean,220.41
256,13.31,74.75,11.34,32.9,90.19,90.36,73.34,3/24/2022 02:43:07,47.9523565,20.3586957,6496.12,loamy,wheat,798.27
257,88.29,6.05,0.25,61.94,14.04,13.44,58.98,10/2/2022 16:29:12,51.085544,13.6276849,6708.12,clayey,wheat,921.33
258,10.1,59.04,6.92,97.03,22.21,10.69,6.49,3/27/2022 11:33:25,41.707342,-8.3509957,606.85,clayey,soybean,248.95
259,17.13,13.23,9.26,80.06,4.14,67.71,98.0,5/11/2022 02:41:22,32.9210902,10.4508956,6943.38,loamy,corn,628.98
260,69.5,70.65,2.44,40.01,89.8,52.39,15.1,10/10/2022 22:27:16,46.5217941,6.0221735,1434.68,clayey,corn,975.07
261,98.12,95.84,8.6,7.75,66.58,79.98,57.89,1/19/2022 12:35:20,44.441584,126.4510829,4755.72,sandy,soybean,201.17
262,71.37,20.23,4.07,28.3,48.37,1.81,4.97,10/30/2022 09:33:41,50.2850778,113.2766861,8597.1,sandy,soybean,28.43
263,2.47,50.64,4.03,76.33,23.71,42.01,7.02,8/2/2022 13:05:57,-3.0854936,-44.9626829,7408.18,sandy,wheat,976.64
264,55.06,71.08,7.8,65.49,42.35,93.5,89.43,2/2/2022 13:46:16,26.177796,116.816909,3111.17,loamy,soybean,733.05
265,92.96,12.41,3.8,87.4,88.36,20.18,71.34,9/23/2022 21:14:41,6.83493,158.2987,5559.15,loamy,soybean,473.12
266,48.61,3.12,13.79,46.22,67.53,41.38,8.68,8/23/2022 17:39:56,-23.9561304,-46.3264089,4445.71,sandy,soybean,653.58
267,94.51,81.63,2.46,50.78,46.62,44.82,32.91,5/12/2022 05:33:28,-27.581232,-58.7426968,7449.37,loamy,wheat,26.52
268,48.26,97.9,9.04,89.21,68.35,21.29,84.43,5/28/2022 19:55:38,49.189451,-0.804935,1244.23,loamy,wheat,607.01
269,14.53,75.58,6.73,83.41,16.84,83.76,97.76,8/7/2022 23:22:39,-7.6371755,112.9386472,4495.9,sandy,wheat,61.56
270,68.03,28.31,11.88,91.77,56.71,29.89,25.0,10/20/2022 03:37:11,-27.0361696,28.61481,1229.9,sandy,soybean,386.29
271,5.51,6.39,13.45,89.93,87.46,13.18,30.66,7/30/2022 11:47:32,53.66583,91.53639,6044.23,loamy,corn,321.39
272,56.73,72.35,7.31,15.97,69.74,23.74,64.97,6/17/2022 02:56:38,48.3705292,-71.2653479,8171.73,clayey,wheat,222.45
273,49.7,17.06,10.55,36.38,17.15,24.62,98.36,3/27/2022 06:36:40,40.0158487,116.4551375,4845.16,sandy,wheat,577.98
274,47.65,92.47,1.3,54.47,46.53,23.61,44.38,10/30/2022 01:42:33,5.9840985,116.0761121,8326.76,clayey,corn,496.04
275,46.71,25.17,1.55,95.37,70.13,80.85,14.33,1/20/2022 19:45:14,-20.9343608,-66.220355,4970.17,sandy,corn,624.48
276,49.64,27.22,5.74,32.49,86.2,85.67,19.07,8/9/2022 06:52:55,18.507532,-69.8492398,2676.04,sandy,soybean,259.19
277,61.04,49.82,7.58,18.22,17.4,74.22,89.98,12/26/2022 00:14:52,36.8517527,138.3628039,440.99,sandy,soybean,431.44
278,20.19,81.85,2.33,64.72,14.36,90.57,13.72,2/21/2022 00:27:24,49.4215753,16.697784,539.87,loamy,wheat,932.38
279,81.42,15.05,13.2,5.31,77.98,41.89,85.07,2/10/2022 07:56:49,50.9076315,128.4136847,1002.63,loamy,corn,163.09
280,2.55,49.58,11.56,17.32,72.6,18.9,94.17,9/5/2022 06:13:42,45.0934491,-73.9764283,3313.96,clayey,wheat,937.98
281,72.6,19.59,5.17,53.38,20.3,56.06,41.95,10/28/2022 11:36:22,7.9414261,122.3862362,8817.76,clayey,corn,903.27
282,8.0,69.32,11.85,56.25,11.32,50.17,2.31,4/10/2022 05:41:48,35.2487361,36.5715924,9120.78,clayey,soybean,462.88
283,25.16,29.37,12.15,3.98,68.73,85.74,51.48,4/23/2022 03:41:07,53.2948229,69.4047872,1260.27,loamy,wheat,757.15
284,2.68,40.06,7.35,67.5,48.05,16.53,63.84,7/12/2022 03:33:12,48.9875598,2.2971584,5470.0,clayey,corn,699.17
285,85.75,47.94,11.75,26.91,61.38,35.39,76.15,9/8/2022 11:30:23,30.5859716,114.2689545,5646.48,sandy,soybean,701.83
286,18.64,57.8,6.64,90.56,72.24,39.67,35.18,11/15/2022 01:50:12,59.5135547,13.3075189,6550.7,sandy,corn,966.6
287,53.54,96.61,10.88,57.22,43.9,13.48,2.92,6/14/2022 08:47:29,9.5183617,-6.482318,4901.18,sandy,wheat,22.17
288,76.78,67.1,8.69,60.83,50.65,34.77,84.43,6/21/2022 23:12:01,33.85,44.233333,4417.99,clayey,corn,585.21
289,40.2,94.53,8.97,5.32,76.96,36.62,71.96,2/11/2022 06:59:12,61.7065022,26.6110106,323.93,sandy,soybean,968.48
290,85.45,93.83,0.67,51.59,60.37,3.36,2.23,4/14/2022 12:55:47,50.2145927,28.4037924,1478.47,loamy,soybean,518.8
291,66.35,9.87,12.98,91.97,7.8,5.95,32.61,4/12/2022 19:27:46,40.2466889,-7.5293225,1963.76,loamy,wheat,894.71
292,47.37,81.49,13.63,49.89,74.95,79.35,28.85,11/5/2022 12:52:08,16.2426241,101.9348069,4400.52,sandy,corn,879.03
293,4.05,34.48,6.61,56.6,23.62,68.84,21.88,10/16/2022 03:03:01,60.3573369,5.2731644,9755.69,clayey,wheat,894.1
294,11.88,24.62,8.2,75.83,94.26,66.93,11.24,6/14/2022 22:24:10,34.68664,-6.00272,7652.37,loamy,soybean,710.48
295,40.98,15.84,7.21,9.46,71.28,43.11,0.89,7/7/2022 09:12:48,49.8060262,36.0503448,3529.01,loamy,soybean,479.59
296,41.27,62.61,4.26,7.54,47.63,59.26,23.86,3/23/2022 12:17:02,-7.7955645,108.291137,2091.11,loamy,soybean,655.53
297,82.96,3.09,0.8,41.85,59.55,59.5,3.31,9/30/2022 10:14:36,15.3972131,100.8677256,775.07,clayey,soybean,375.18
298,20.69,10.09,3.08,84.01,75.46,99.72,45.29,4/10/2022 01:31:40,41.2420649,-80.8488498,6307.37,clayey,soybean,416.4
299,23.18,37.15,3.83,35.18,20.62,46.23,46.46,12/22/2022 06:02:59,41.923103,124.960413,4732.18,loamy,wheat,161.91
300,79.1,49.06,8.03,30.94,99.81,51.45,86.65,1/8/2022 13:41:39,39.9793657,-75.1253492,2159.05,sandy,corn,359.26
301,9.93,26.78,8.65,81.8,80.46,77.41,45.82,1/7/2022 10:33:32,-5.740511,-77.5003091,9800.51,sandy,soybean,304.64
302,95.22,86.52,9.05,89.57,28.87,22.12,37.06,2/23/2022 21:32:10,-10.5792295,-37.745028,7742.36,clayey,wheat,28.54
303,34.12,7.08,5.12,49.48,62.84,31.99,62.73,2/9/2022 02:12:14,24.781681,118.552365,2950.13,clayey,wheat,289.42
304,23.45,89.6,3.67,57.8,14.05,58.74,21.81,1/1/2022 19:22:16,57.7577156,16.6369759,7832.59,clayey,corn,27.85
305,70.11,57.28,8.12,72.21,67.24,53.88,43.08,2/21/2022 17:59:34,-10.2168593,123.8020459,947.61,clayey,wheat,738.85
306,47.79,8.13,1.86,44.25,20.22,45.79,25.06,7/2/2022 18:09:37,50.511083,30.7909,8373.71,sandy,wheat,876.96
307,3.25,83.33,3.84,99.22,17.87,2.54,37.87,1/1/2022 03:28:47,41.8561861,20.084422,1212.89,sandy,soybean,19.86
308,17.96,55.02,8.66,73.93,58.14,35.54,52.84,8/16/2022 01:00:32,28.6811253,110.9980457,5297.67,sandy,soybean,883.93
309,21.17,96.48,5.01,37.02,38.88,76.51,64.93,2/25/2022 10:17:22,16.7445704,100.1367166,5208.79,sandy,corn,791.66
310,37.69,75.26,12.9,25.52,77.33,9.2,81.27,3/14/2022 11:19:11,11.565435,-85.9917437,3191.4,sandy,wheat,104.51
311,57.49,9.35,13.87,6.03,69.31,75.95,13.44,6/1/2022 19:16:51,41.5146956,-8.2971003,5415.86,clayey,wheat,666.0
312,39.68,5.9,9.64,0.4,56.86,60.1,67.61,9/5/2022 22:10:44,4.637376,-75.570777,8731.34,loamy,corn,21.98
313,31.25,87.86,11.45,84.79,87.93,81.84,70.11,6/3/2022 07:53:05,46.67159,-71.78812,1779.95,clayey,soybean,272.16
314,64.17,78.15,3.12,28.8,55.66,50.91,46.91,1/8/2022 17:51:40,-23.3866812,-48.7218983,8328.01,sandy,soybean,181.65
315,57.53,77.01,13.08,37.48,19.78,22.03,63.51,7/12/2022 16:44:58,55.7557791,37.5709037,542.92,loamy,soybean,443.76
316,44.7,77.93,9.98,21.25,16.59,46.58,64.61,10/5/2022 11:38:15,-21.120123,-42.9426188,5365.5,sandy,soybean,980.79
317,24.76,8.23,11.85,28.13,58.93,6.03,47.6,6/15/2022 18:24:58,32.1911268,130.785523,330.56,sandy,wheat,382.99
318,87.59,34.76,7.3,36.01,50.53,0.27,26.42,12/20/2022 19:22:41,40.0395689,65.9690392,8520.31,sandy,wheat,974.46
319,67.05,49.84,6.18,45.6,54.31,16.18,44.86,9/7/2022 13:32:31,40.8276499,140.4491245,6063.69,loamy,wheat,350.69
320,85.89,45.74,9.35,7.18,33.56,63.33,20.63,9/26/2022 01:02:18,27.283955,105.291643,437.08,loamy,corn,151.73
321,87.39,16.61,12.7,52.17,96.17,0.05,32.12,5/29/2022 09:02:12,52.2060223,23.083666,4445.59,sandy,wheat,872.92
322,95.52,87.53,10.8,66.71,97.2,60.94,12.21,9/11/2022 01:22:48,49.554701,32.0981669,3080.42,sandy,soybean,921.89
323,99.92,86.61,11.65,68.08,34.68,43.58,22.67,7/31/2022 14:41:58,48.116045,36.3725301,8709.2,sandy,soybean,524.57
324,65.76,69.44,5.18,54.27,21.47,93.85,7.05,7/6/2022 10:19:28,52.1350237,83.3181593,9520.4,loamy,soybean,951.94
325,47.87,48.66,4.1,29.1,15.56,56.76,15.99,2/25/2022 16:34:34,-6.6312766,108.3848152,3419.95,clayey,soybean,109.33
326,25.72,41.03,5.46,56.12,69.48,57.3,61.76,10/10/2022 17:57:04,45.2224944,21.1806058,6445.21,loamy,corn,179.37
327,65.1,85.98,9.61,60.17,49.5,57.64,86.94,8/17/2022 21:45:17,-7.167974,108.5077307,9370.55,loamy,soybean,534.69
328,35.88,97.46,7.12,87.0,4.01,39.56,84.3,11/16/2022 08:55:17,1.352083,103.819836,1270.61,clayey,soybean,975.79
329,92.11,54.79,6.59,96.85,21.61,14.31,24.89,1/4/2022 17:44:46,20.2506149,105.9744536,9358.54,loamy,soybean,65.07
330,13.55,86.33,5.63,22.39,4.26,69.43,10.94,4/6/2022 18:49:58,-23.6818396,-46.620967,9762.63,clayey,wheat,383.02
331,7.28,10.43,5.03,61.82,50.59,4.51,43.99,6/19/2022 22:12:10,35.444497,106.73609,3004.42,loamy,corn,934.01
332,27.71,33.89,0.71,32.17,10.97,69.74,66.24,4/18/2022 19:58:58,-6.9557,113.4028,6778.68,sandy,corn,99.13
333,61.02,33.07,1.47,55.16,80.38,61.39,3.95,1/30/2022 14:02:06,26.3358903,127.875104,4712.93,loamy,wheat,417.81
334,5.12,80.66,13.84,23.28,93.11,48.27,30.84,1/1/2022 07:13:03,-4.9684385,-39.0161259,2321.14,clayey,wheat,625.47
335,31.39,74.93,10.25,22.21,29.16,11.44,33.29,5/29/2022 13:10:00,-9.0633364,-78.589011,801.89,sandy,corn,437.98
336,72.37,63.9,2.53,74.0,57.55,73.74,28.15,9/3/2022 23:15:12,-8.6431,120.0041,896.24,sandy,wheat,590.32
337,4.27,23.06,5.54,23.27,33.58,4.23,87.18,8/16/2022 13:24:25,63.4400274,10.4024274,9324.85,loamy,wheat,85.11
338,22.97,27.99,0.17,59.29,12.68,79.44,79.28,12/24/2022 03:51:15,45.5380557,17.9794368,7385.19,loamy,soybean,370.28
339,15.34,84.86,11.88,4.15,52.16,40.49,70.02,5/14/2022 12:19:18,46.5838069,0.3350126,8497.0,clayey,soybean,217.25
340,8.78,20.06,2.34,89.09,4.06,52.34,2.76,6/18/2022 19:05:03,27.867125,107.503649,8981.38,loamy,corn,317.68
341,41.32,43.17,9.29,26.5,20.46,28.28,37.22,11/17/2022 23:08:52,18.1811952,104.5451903,2420.81,loamy,corn,64.93
342,57.79,22.44,13.21,51.08,18.44,82.23,83.27,12/2/2022 22:40:07,36.3755668,36.9917125,9398.73,sandy,soybean,515.66
343,78.81,19.13,5.62,2.99,51.87,86.78,96.71,10/7/2022 16:23:35,49.9260217,18.270174,2237.18,loamy,corn,702.75
344,99.0,49.99,7.02,46.54,81.37,77.44,55.2,8/1/2022 21:15:39,3.6426789,10.7830826,1503.45,loamy,wheat,159.84
345,47.19,75.71,8.78,31.2,49.87,75.03,60.49,7/10/2022 02:41:30,14.6602787,120.989116,3234.71,loamy,soybean,413.24
346,91.22,65.39,5.0,96.74,50.03,51.86,79.57,9/25/2022 09:31:19,15.3098074,120.8551691,3094.26,sandy,soybean,249.07
347,20.43,42.27,8.56,83.07,77.45,97.74,53.74,12/7/2022 16:21:08,-7.0964505,106.9830865,3287.08,sandy,corn,502.46
348,17.69,81.36,10.81,60.94,73.6,87.3,83.5,9/18/2022 11:37:29,54.6164547,18.1757954,3534.93,loamy,wheat,247.96
349,44.55,66.61,11.48,50.56,29.63,77.79,37.4,9/3/2022 04:35:41,58.3634707,59.8100344,2721.17,loamy,corn,532.04
350,31.82,49.45,9.57,35.55,83.33,72.65,67.05,1/23/2022 11:06:12,39.9947462,116.3397725,841.93,clayey,soybean,790.46
351,66.81,12.99,1.64,0.47,60.43,14.87,38.04,1/31/2022 21:03:04,60.1555962,15.2372246,2398.5,clayey,corn,994.82
352,41.1,9.22,13.55,76.48,93.79,8.76,28.89,6/21/2022 23:59:28,9.6470386,125.602355,4612.56,clayey,soybean,58.15
353,91.35,0.95,8.52,83.2,58.83,41.71,64.53,12/21/2022 21:42:04,46.8615704,9.5262115,8613.37,loamy,wheat,648.17
354,65.07,36.91,6.28,76.02,85.81,97.22,20.41,2/25/2022 16:51:26,50.747233,25.325383,8351.03,loamy,wheat,981.98
355,49.94,41.86,10.25,8.79,73.28,56.75,48.98,10/23/2022 04:17:49,51.9913857,5.9372731,2730.72,clayey,corn,583.85
356,27.8,43.55,9.08,1.02,96.24,65.21,19.32,2/3/2022 07:20:56,48.1752793,-1.7274799,2398.71,clayey,soybean,201.08
357,39.51,99.42,5.12,39.47,48.51,40.03,92.84,11/4/2022 03:02:10,8.7814708,167.7373396,1244.19,sandy,wheat,887.73
358,0.59,4.69,12.26,11.58,12.39,58.06,85.92,5/18/2022 05:48:14,17.387112,102.7755279,982.15,clayey,wheat,516.56
359,71.22,39.45,3.25,36.99,53.72,94.2,18.63,7/16/2022 20:01:59,35.024634,110.99742,8196.25,sandy,soybean,113.49
360,6.33,93.59,12.49,14.1,19.18,44.4,81.31,2/1/2022 12:14:46,-7.6569277,107.7073688,4274.18,clayey,corn,476.24
361,84.33,17.47,2.88,69.97,20.88,97.81,75.63,10/31/2022 23:41:56,12.6679167,123.9881642,7625.07,clayey,wheat,839.51
362,16.01,42.81,13.39,51.09,84.63,30.1,31.09,3/18/2022 21:09:40,14.49393,-90.7090795,5820.97,clayey,corn,263.97
363,84.51,28.93,1.16,51.38,33.44,51.47,46.73,3/17/2022 00:27:02,-7.1272731,108.6828838,7758.68,clayey,corn,514.28
364,10.81,90.01,1.55,63.33,26.83,8.04,41.29,11/23/2022 04:23:22,35.8541135,14.4832795,3779.99,loamy,soybean,347.17
365,7.41,27.44,0.11,87.87,70.95,73.53,48.86,10/19/2022 16:43:52,-19.5189968,-42.628205,8924.6,sandy,wheat,158.49
366,14.3,74.15,7.14,42.09,24.15,55.91,32.53,7/19/2022 07:41:21,-9.6497849,124.5694514,7321.08,clayey,wheat,103.96
367,94.22,24.84,11.76,93.85,41.33,77.72,22.98,12/7/2022 19:49:07,50.05998,21.8324138,7433.39,sandy,corn,312.74
368,79.02,3.37,2.17,62.39,63.78,7.24,31.67,9/15/2022 01:50:13,51.792865,4.6999899,1496.79,sandy,soybean,98.7
369,27.23,92.18,0.02,14.13,45.0,15.14,16.38,4/21/2022 21:38:38,-11.1816506,-40.5120603,5785.07,loamy,corn,245.89
370,93.84,73.45,2.64,21.96,53.54,98.92,31.68,4/13/2022 09:21:54,14.307125,-90.363048,9092.18,loamy,wheat,672.34
371,20.64,45.05,13.49,42.89,37.81,76.36,36.05,12/20/2022 13:34:33,-8.073071,113.1173534,5164.29,sandy,wheat,274.64
372,58.09,29.86,0.97,1.01,25.44,48.97,12.31,1/11/2022 02:51:16,14.5634196,121.0307955,8536.96,sandy,corn,558.79
373,50.69,58.22,2.79,63.45,60.1,53.72,78.6,9/27/2022 13:15:32,48.8331738,-1.6029573,7934.31,clayey,wheat,79.8
374,4.49,56.97,11.08,55.42,72.51,64.09,27.44,7/25/2022 08:52:44,39.8236368,20.7283764,1641.88,sandy,wheat,772.98
375,41.44,66.22,6.83,19.15,28.62,18.96,90.78,4/13/2022 21:28:17,46.4144282,37.9579616,4923.1,clayey,soybean,279.57
376,74.23,38.0,3.31,1.97,45.65,40.92,4.06,11/11/2022 11:22:45,-33.4442688,-70.7233493,612.8,loamy,wheat,119.67
377,22.07,98.7,7.82,96.27,88.24,94.38,40.75,11/18/2022 02:18:54,-9.5950796,119.0168962,4796.72,loamy,corn,356.91
378,52.73,57.65,1.74,68.01,7.0,49.62,56.48,12/29/2022 07:04:28,13.533238,-15.412011,9838.81,loamy,corn,539.02
379,2.75,14.39,12.73,85.09,59.55,72.07,8.75,11/21/2022 09:48:37,22.919228,115.652151,7967.52,loamy,corn,248.91
380,6.05,94.27,4.77,72.6,88.6,98.52,11.47,10/6/2022 10:00:47,51.8370136,19.8634282,4527.49,loamy,wheat,708.86
381,59.03,46.57,7.47,49.29,67.43,32.9,69.85,12/28/2022 08:19:37,41.245445,119.4015739,576.01,loamy,soybean,313.1
382,16.2,53.4,12.07,54.35,10.53,75.29,37.77,9/15/2022 01:37:42,46.5402775,15.3884817,2812.1,sandy,corn,485.02
383,32.87,93.62,13.14,10.1,34.89,43.03,64.81,3/5/2022 09:23:05,35.580996,116.986503,9874.31,loamy,soybean,142.53
384,84.53,53.68,12.95,71.33,43.88,17.28,44.38,8/1/2022 07:18:14,-18.7,47.783333,3586.24,loamy,corn,260.78
385,78.8,42.57,2.74,30.11,82.48,89.36,34.9,5/19/2022 14:08:04,17.9898675,-94.6331656,5328.42,loamy,soybean,673.38
386,64.91,18.67,10.11,52.36,11.56,9.56,97.78,6/30/2022 09:13:37,-15.4979257,-67.8823146,4779.78,loamy,corn,631.06
387,35.66,70.68,10.77,63.23,52.12,77.86,69.9,1/13/2022 23:09:55,45.304073,130.980894,5809.03,sandy,corn,404.65
388,59.73,77.89,4.68,69.51,3.75,80.97,70.29,11/21/2022 06:33:38,-4.7407988,55.5081012,4403.74,loamy,wheat,764.13
